id,source,dateTimeOcurred,nercRegion,areaAffected,disturbanceType,energyLossInMegaWatts,numCustomersAffected,restorationDateTime
106,2014_Annual_Summary.xls,Thu May 08 01:00:00 EDT 2014,[SERC],Mississippi,Unknown,,,Thu May 08 01:01:00 EDT 2014
107,2014_Annual_Summary.xls,Fri May 09 18:00:00 EDT 2014,[RFC],Indiana,Unknown,56000,,Sun May 11 13:00:00 EDT 2014
108,2014_Annual_Summary.xls,Sun May 11 18:38:00 EDT 2014,[MRO],"MISO North, Minnesota",Unknown,,,Sun May 11 18:39:00 EDT 2014
109,2014_Annual_Summary.xls,Mon May 12 13:14:00 EDT 2014,[WECC],"Layton, Utah",Unknown,,,Mon May 12 13:15:00 EDT 2014
110,2014_Annual_Summary.xls,Wed May 14 15:34:00 EDT 2014,[WECC],"San Diego & Orange Counties, California",N/A,426,,
111,2014_Annual_Summary.xls,Thu May 15 10:43:00 EDT 2014,[WECC],"San Diego & Orange Counties, California","3,300",1400000,,
112,2014_Annual_Summary.xls,Thu May 15 12:10:00 EDT 2014,[RFC],"Whiting, Indiana",N/A,,,Thu May 15 12:13:00 EDT 2014
113,2014_Annual_Summary.xls,Fri May 16 10:43:00 EDT 2014,[WECC],"San Diego & Orange Counties, California","3,900",1400000,,Fri May 16 21:00:00 EDT 2014
114,2014_Annual_Summary.xls,Tue May 20 07:01:00 EDT 2014,[WECC],"Duchesne County, Utah",N/A,,,Tue May 20 07:02:00 EDT 2014
115,2014_Annual_Summary.xls,Fri May 23 15:00:00 EDT 2014,[SERC],North Carolina,Unknown,,,Sun May 25 19:00:00 EDT 2014
116,2014_Annual_Summary.xls,Mon May 26 12:31:00 EDT 2014,[WECC],"British Columbia & Alberta, Canada",Unknown,,,Mon May 26 13:18:00 EDT 2014
117,2014_Annual_Summary.xls,Tue May 27 11:00:00 EDT 2014,[WECC],"Phoenix, Arizona",N/A,,,Tue May 27 16:53:00 EDT 2014
119,2014_Annual_Summary.xls,Tue Jun 03 01:38:00 EDT 2014,[ERCOT],Texas,Unknown,,,Tue Jun 03 01:43:00 EDT 2014
120,2014_Annual_Summary.xls,Tue Jun 03 15:32:00 EDT 2014,[WECC],"Alberta, Canada",338,,,Tue Jun 03 15:59:00 EDT 2014
121,2014_Annual_Summary.xls,Thu Jun 05 03:00:00 EDT 2014,[SERC],"Shelby County, Tennessee",494,38500,,Sat Jun 07 23:45:00 EDT 2014
122,2014_Annual_Summary.xls,Fri Jun 06 13:00:00 EDT 2014,[ERCOT],Texas,Unknown,,,
123,2014_Annual_Summary.xls,Thu Jun 05 13:06:00 EDT 2014,[SERC],West Tennessee,Unknown,56475,,Thu Jun 05 13:07:00 EDT 2014
124,2014_Annual_Summary.xls,Sat Jun 07 23:00:00 EDT 2014,[SERC],"North and Central , Alabama",217,65000,,Sun Jun 08 05:30:00 EDT 2014
125,2014_Annual_Summary.xls,Mon Jun 09 11:07:00 EDT 2014,[WECC],"Alberta, Canada",Unknown,,,Mon Jun 09 11:30:00 EDT 2014
126,2014_Annual_Summary.xls,Wed Jun 11 09:30:00 EDT 2014,[WECC],"Nogales, Arizona",N/A,,,Wed Jun 11 09:31:00 EDT 2014
127,2014_Annual_Summary.xls,Tue Jun 10 21:50:00 EDT 2014,[RFC],West Virginia,Unknown,66383,,Wed Jun 11 14:30:00 EDT 2014
128,2014_Annual_Summary.xls,Wed Jun 11 16:00:00 EDT 2014,[SERC],Southern Mississippi,N/A,,,Wed Jun 11 16:30:00 EDT 2014
129,2014_Annual_Summary.xls,Thu Jun 12 09:10:00 EDT 2014,[ERCOT],"Somervell County, Texas",Unknown,,,Thu Jun 12 09:11:00 EDT 2014
130,2014_Annual_Summary.xls,Sun Jun 15 00:00:00 EDT 2014,[MRO],Central Minnesota,Unknown,55951,,Sun Jun 15 01:00:00 EDT 2014
131,2014_Annual_Summary.xls,Wed Jun 18 09:52:00 EDT 2014,[WECC],Washington,Unknown,,,Wed Jun 18 19:00:00 EDT 2014
132,2014_Annual_Summary.xls,Wed Jun 18 17:00:00 EDT 2014,[RFC],Southeast Michigan,Unknown,138802,,Fri Jun 20 15:00:00 EDT 2014
133,2014_Annual_Summary.xls,Thu Jun 19 08:47:00 EDT 2014,[SERC],"Nashville, Tennessee",Unknown,,,Thu Jun 19 08:48:00 EDT 2014
134,2014_Annual_Summary.xls,Tue Jun 24 14:54:00 EDT 2014,[SERC],"Nashville, Tennessee",Unknown,,,Tue Jun 24 14:55:00 EDT 2014
135,2014_Annual_Summary.xls,Fri Jun 27 13:21:00 EDT 2014,[MRO],Wisconsin,Unknown,,,
136,2014_Annual_Summary.xls,Mon Jun 30 17:55:00 EDT 2014,[MRO],Southeast  Wisconsin,424,120000,,Tue Jul 01 02:53:00 EDT 2014
137,2014_Annual_Summary.xls,Mon Jun 30 20:00:00 EDT 2014,[RFC],Illinois,Unknown,420000,,Wed Jul 02 18:30:00 EDT 2014
138,2014_Annual_Summary.xls,Mon Jun 30 23:20:00 EDT 2014,[RFC],North Central Indiana,Unknown,127000,,Tue Jul 01 17:00:00 EDT 2014
140,2014_Annual_Summary.xls,Tue Jul 01 05:00:00 EDT 2014,[RFC],"Indiana, Michigan",Unknown,57237,,Wed Jul 02 02:00:00 EDT 2014
141,2014_Annual_Summary.xls,Wed Jul 02 08:39:00 EDT 2014,[MRO],Wisconsin,Unknown,,,Mon Jul 28 15:13:00 EDT 2014
142,2014_Annual_Summary.xls,Tue Jul 01 03:30:00 EDT 2014,[RFC],Southwest Michigan,Unknown,51000,,
143,2014_Annual_Summary.xls,Tue Jul 01 04:00:00 EDT 2014,[RFC],Southeast Michigan,Unknown,140000,,Thu Jul 03 23:30:00 EDT 2014
144,2014_Annual_Summary.xls,Thu Jul 03 18:00:00 EDT 2014,[RFC],Pennsylvania,Unknown,298165,,Sun Jul 06 12:00:00 EDT 2014
145,2014_Annual_Summary.xls,Thu Jul 03 22:55:00 EDT 2014,[NPCC],"Vermont, New Hampshire, Maine, Rhode Island, Massachusetts, Connecticut",Unknown,64000,,Fri Jul 04 01:50:00 EDT 2014
146,2014_Annual_Summary.xls,Tue Jul 08 20:30:00 EDT 2014,[RFC],Pennsylvania,Unknown,260000,,Fri Jul 11 23:00:00 EDT 2014
147,2014_Annual_Summary.xls,Tue Jul 08 21:31:00 EDT 2014,[RFC],Maryland,Unknown,56600,,
148,2014_Annual_Summary.xls,Tue Jul 08 18:00:00 EDT 2014,[RFC],Eastern Pennsylvania,Unknown,69000,,Fri Jul 11 17:53:00 EDT 2014
149,2014_Annual_Summary.xls,Tue Jul 08 17:30:00 EDT 2014,[RFC],"Maryland, West Virginia",Unknown,96000,,Sat Jul 12 23:20:00 EDT 2014
150,2014_Annual_Summary.xls,Tue Jul 08 17:30:00 EDT 2014,[RFC],West Virginia,Unknown,71000,,Sat Jul 12 23:30:00 EDT 2014
151,2014_Annual_Summary.xls,Tue Jul 08 19:21:00 EDT 2014,[NPCC],Upstate New York,Unknown,65000,,Fri Jul 11 07:00:00 EDT 2014
152,2014_Annual_Summary.xls,Tue Jul 08 17:30:00 EDT 2014,[RFC],Central and Northeastern Pennsylvania,Unknown,66000,,Thu Jul 10 15:00:00 EDT 2014
153,2014_Annual_Summary.xls,Mon Jul 14 16:00:00 EDT 2014,[WECC],Washington,Unknown,,,Mon Jul 14 16:15:00 EDT 2014
154,2014_Annual_Summary.xls,Wed Jul 23 19:14:00 EDT 2014,[SERC],"Arkansas, Louisiana",Unknown,57299,,Thu Jul 24 00:23:00 EDT 2014
155,2014_Annual_Summary.xls,Thu Jul 24 16:29:00 EDT 2014,[WECC],California,126,26856,,Thu Jul 24 23:32:00 EDT 2014
156,2014_Annual_Summary.xls,Sun Jul 27 17:00:00 EDT 2014,[RFC],Southeast Michigan,Unknown,156611,,Mon Jul 28 23:00:00 EDT 2014
157,2014_Annual_Summary.xls,Sun Jul 27 23:00:00 EDT 2014,[WECC],Central California,480,1,,Mon Jul 28 04:00:00 EDT 2014
159,2014_Annual_Summary.xls,Fri Aug 01 15:03:00 EDT 2014,[WECC],Utah,Unknown,,,Fri Aug 01 15:04:00 EDT 2014
160,2014_Annual_Summary.xls,Wed Aug 13 06:08:00 EDT 2014,[WECC],"Alberta, Canada",370,,,Wed Aug 13 06:34:00 EDT 2014
161,2014_Annual_Summary.xls,Wed Aug 20 01:21:00 EDT 2014,[WECC],"Alberta, Canada",Unknown,,,Wed Aug 20 01:41:00 EDT 2014
162,2014_Annual_Summary.xls,Sat Aug 23 16:39:00 EDT 2014,[RFC],"City of Highland, Illinois",31,6549,,Sun Aug 24 01:46:00 EDT 2014
163,2014_Annual_Summary.xls,Sun Aug 24 03:20:00 EDT 2014,[WECC],"North of San Francisco, California",95,70000,,Mon Aug 25 07:05:00 EDT 2014
164,2014_Annual_Summary.xls,Tue Aug 26 15:30:00 EDT 2014,[RFC],Southeast Michigan,Unknown,,,
165,2014_Annual_Summary.xls,Wed Aug 27 12:49:00 EDT 2014,[RFC],Delaware,Unknown,,,Wed Aug 27 13:30:00 EDT 2014
166,2014_Annual_Summary.xls,Sat Aug 30 15:30:00 EDT 2014,[RFC],"Luzerne County, Pennsylvania",Unknown,,,Mon Sep 01 14:30:00 EDT 2014
168,2014_Annual_Summary.xls,Fri Sep 05 20:00:00 EDT 2014,[RFC],Michigan,Unknown,324000,,
169,2014_Annual_Summary.xls,Fri Sep 05 16:30:00 EDT 2014,[RFC],Illinois,Unknown,180400,,Sat Sep 06 14:00:00 EDT 2014
170,2014_Annual_Summary.xls,Fri Sep 05 19:14:00 EDT 2014,[RFC],Lower Peninsula of Michigan,50,60000,,Sat Sep 06 13:00:00 EDT 2014
171,2014_Annual_Summary.xls,Tue Sep 09 08:18:00 EDT 2014,[WECC],"Alberta, Canada",Unknown,,,Tue Sep 09 23:59:00 EDT 2014
172,2014_Annual_Summary.xls,Thu Sep 11 04:56:00 EDT 2014,[WECC],"Alberta, Canada",Unknown,,,Thu Sep 11 05:37:00 EDT 2014
173,2014_Annual_Summary.xls,Sun Sep 14 21:50:00 EDT 2014,[WECC],Oregon,1,123,,Wed Sep 17 15:08:00 EDT 2014
174,2014_Annual_Summary.xls,Tue Sep 16 11:56:00 EDT 2014,[WECC],California,Unknown,,,Tue Sep 16 11:57:00 EDT 2014
175,2014_Annual_Summary.xls,Wed Sep 17 13:30:00 EDT 2014,[RFC],Michigan,Unknown,,,Wed Sep 17 14:00:00 EDT 2014
176,2014_Annual_Summary.xls,Fri Sep 19 14:20:00 EDT 2014,[WECC],"Estacada, Oregon",1,123,,Tue Sep 23 13:10:00 EDT 2014
177,2014_Annual_Summary.xls,Mon Sep 22 11:00:00 EDT 2014,[MRO],Northeast Minnesota,"1,000",140000,,Mon Sep 22 11:01:00 EDT 2014
178,2014_Annual_Summary.xls,Tue Sep 23 01:13:00 EDT 2014,[NPCC],New York,N/A,,,Tue Sep 23 03:00:00 EDT 2014
179,2014_Annual_Summary.xls,Sun Sep 21 13:30:00 EDT 2014,[NPCC],New York,Unknown,,,
180,2014_Annual_Summary.xls,Wed Sep 24 11:30:00 EDT 2014,[WECC],Washington,Unknown,,,Wed Sep 24 15:43:00 EDT 2014
182,2014_Annual_Summary.xls,Thu Oct 02 15:00:00 EDT 2014,[WECC],"Cave Junction, Oregon",Unknown,,,Thu Oct 02 15:01:00 EDT 2014
183,2014_Annual_Summary.xls,Thu Oct 02 22:15:00 EDT 2014,[SERC],Arkansas,Unknown,67300,,
184,2014_Annual_Summary.xls,Thu Oct 02 16:00:00 EDT 2014,[TRE],Texas,Unknown,500000,,Tue Oct 07 10:00:00 EDT 2014
185,2014_Annual_Summary.xls,Mon Oct 06 10:52:00 EDT 2014,[TRE],"Houston, Texas",292,129237,,Tue Oct 07 00:52:00 EDT 2014
186,2014_Annual_Summary.xls,Tue Oct 07 12:00:00 EDT 2014,[RFC],Maryland,Unknown,,,Tue Oct 07 12:01:00 EDT 2014
187,2014_Annual_Summary.xls,Wed Oct 08 16:47:00 EDT 2014,[TRE],Rio Grande Valley Texas,Unknown,,,Wed Oct 08 18:29:00 EDT 2014
188,2014_Annual_Summary.xls,Wed Oct 08 16:49:00 EDT 2014,[TRE],Rio Grande Valley Texas,585,120000,,Wed Oct 08 18:23:00 EDT 2014
189,2014_Annual_Summary.xls,Thu Oct 09 09:27:00 EDT 2014,[TRE],Rio Grande Valley Texas,Unknown,2800,,
190,2014_Annual_Summary.xls,Mon Oct 13 12:45:00 EDT 2014,[SERC],Louisiana,Unknown,68600,,Mon Oct 13 16:15:00 EDT 2014
191,2014_Annual_Summary.xls,Tue Oct 14 07:33:00 EDT 2014,[WECC],Oregon,Unknown,,,Tue Oct 14 07:34:00 EDT 2014
192,2014_Annual_Summary.xls,Tue Oct 14 18:20:00 EDT 2014,,Puerto Rico,Unknown,,,Tue Oct 14 18:28:00 EDT 2014
193,2014_Annual_Summary.xls,Tue Oct 14 05:44:00 EDT 2014,[SERC],"Alabama, Florida, Georgia",191,57475,,Tue Oct 14 17:50:00 EDT 2014
194,2014_Annual_Summary.xls,Wed Oct 15 07:46:00 EDT 2014,[WECC],Oregon,Unknown,,,Wed Oct 15 07:47:00 EDT 2014
195,2014_Annual_Summary.xls,Thu Oct 16 09:12:00 EDT 2014,[MRO],"Garden City, Kansas",Unknown,,,Fri Oct 17 15:00:00 EDT 2014
196,2014_Annual_Summary.xls,Thu Oct 16 13:25:00 EDT 2014,[MRO],Manitoba,129,,,Thu Oct 16 17:26:00 EDT 2014
197,2014_Annual_Summary.xls,Mon Oct 20 00:00:00 EDT 2014,[MRO],"Howard County, Texas",Unknown,,,
198,2014_Annual_Summary.xls,Tue Oct 21 08:25:00 EDT 2014,[MRO],"Carmel, Indiana",Unknown,,,Tue Oct 21 10:08:00 EDT 2014
199,2014_Annual_Summary.xls,Wed Oct 22 22:46:00 EDT 2014,[NPCC],"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",Unknown,66650,,Wed Oct 22 22:47:00 EDT 2014
200,2014_Annual_Summary.xls,Fri Oct 24 18:16:00 EDT 2014,[NPCC],"Enfield, Connecticut ",Unknown,,,Sat Oct 25 13:51:00 EDT 2014
201,2014_Annual_Summary.xls,Fri Oct 24 16:00:00 EDT 2014,[MRO],"Howard County, Texas",Unknown,,,Fri Oct 24 17:50:00 EDT 2014
202,2014_Annual_Summary.xls,Sat Oct 25 16:00:00 EDT 2014,[WECC],"Greater Portland and Salem, Oregon",216,78000,,Sat Oct 25 22:00:00 EDT 2014
203,2014_Annual_Summary.xls,Sat Oct 25 18:00:00 EDT 2014,[WECC],"King County, Thurston County and Kitsap County,  Washington",154,96000,,
205,2014_Annual_Summary.xls,Sat Nov 01 01:00:00 EDT 2014,[WECC],"Portland, Oregon",Unknown,,,Sat Nov 01 01:01:00 EDT 2014
206,2014_Annual_Summary.xls,Sun Nov 02 13:46:00 EST 2014,[NPCC],"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",Unknown,63719,,
207,2014_Annual_Summary.xls,Tue Nov 11 18:00:00 EST 2014,[WECC],Washington,132,68000,,Fri Nov 14 15:00:00 EST 2014
208,2014_Annual_Summary.xls,Wed Nov 12 02:59:00 EST 2014,[SERC],Unknown,Unknown,,,Wed Nov 12 03:00:00 EST 2014
209,2014_Annual_Summary.xls,Thu Nov 13 07:07:00 EST 2014,[MRO],"Howard County,Texas",Unknown,,,Thu Nov 13 07:08:00 EST 2014
210,2014_Annual_Summary.xls,Fri Nov 14 09:50:00 EST 2014,[WECC],"Estacada, Oregon",1,123,,Fri Nov 14 13:18:00 EST 2014
211,2014_Annual_Summary.xls,Wed Nov 19 14:44:00 EST 2014,[WECC],"Victorville, California",Unknown,,,Wed Nov 19 14:45:00 EST 2014
212,2014_Annual_Summary.xls,Fri Nov 21 20:29:00 EST 2014,[WECC],"Twin Falls, Idaho",Unknown,,,Sun Nov 23 00:16:00 EST 2014
213,2014_Annual_Summary.xls,Fri Nov 21 11:26:00 EST 2014,[WECC],"Sand Springs - Fort Rock, Oregon",Unknown,,,Sun Nov 23 17:20:00 EST 2014
214,2014_Annual_Summary.xls,Mon Nov 24 00:00:00 EST 2014,[SPP],"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",Unknown,,,
215,2014_Annual_Summary.xls,Mon Nov 24 12:00:00 EST 2014,[RFC],Michigan,Unknown,186154,,Thu Nov 27 13:00:00 EST 2014
216,2014_Annual_Summary.xls,Wed Nov 26 17:50:00 EST 2014,[NPCC],"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Unknown,79530,,Fri Nov 28 07:00:00 EST 2014
218,2014_Annual_Summary.xls,Mon Dec 01 10:44:00 EST 2014,[SERC],"Fayetteville, North Carolina",Unknown,,,Mon Dec 01 10:45:00 EST 2014
219,2014_Annual_Summary.xls,Wed Dec 03 12:15:00 EST 2014,[NPCC],Maine,Unknown,,,Wed Dec 03 12:16:00 EST 2014
220,2014_Annual_Summary.xls,Thu Dec 11 06:40:00 EST 2014,[WECC],Northern California,Unknown,,,
221,2014_Annual_Summary.xls,Thu Dec 11 07:21:00 EST 2014,[WECC],"San Francisco, California",225,75000,,Thu Dec 11 21:53:00 EST 2014
222,2014_Annual_Summary.xls,Thu Dec 11 23:15:00 EST 2014,[WECC],Northern California,Unknown,,,
223,2014_Annual_Summary.xls,Thu Dec 11 16:05:00 EST 2014,[WECC],"Portland, Oregon",250,85470,,Thu Dec 11 21:00:00 EST 2014
224,2014_Annual_Summary.xls,Thu Dec 11 17:00:00 EST 2014,[WECC],"Kitsap, Thurston, Whatcom counties Washington",116,264000,,Fri Dec 12 10:00:00 EST 2014
225,2014_Annual_Summary.xls,Wed Dec 17 11:00:00 EST 2014,[WECC],Washington,Unknown,,,Wed Dec 17 12:15:00 EST 2014
226,2014_Annual_Summary.xls,Tue Dec 30 15:50:00 EST 2014,[NPCC],"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",Unknown,,,Wed Dec 31 11:00:00 EST 2014
227,2014_Annual_Summary.xls,Tue Dec 30 13:08:00 EST 2014,[WECC],Northern California,127,84500,,Thu Jan 01 16:50:00 EST 2015
3,2013_Annual_Summary.xls,Mon Jan 07 10:43:00 EST 2013,[RFC],"Denton, Maryland",Unknown,,,Mon Jan 07 10:43:00 EST 2013
4,2013_Annual_Summary.xls,Wed Jan 16 14:25:00 EST 2013,[RFC],"Denton, Maryland",Unknown,,,Wed Jan 16 14:25:00 EST 2013
5,2013_Annual_Summary.xls,Wed Jan 16 16:45:00 EST 2013,[WECC],"San Juan County, New Mexico",0,0,,Wed Jan 16 19:26:00 EST 2013
6,2013_Annual_Summary.xls,Wed Jan 16 07:41:00 EST 2013,[MRO],"Webster County, Iowa",N/A,,,Thu Jan 17 10:58:00 EST 2013
7,2013_Annual_Summary.xls,Thu Jan 17 18:07:00 EST 2013,[RFC],"Southwest Virginia, Southern West Virginia",Unknown,127000,,Sun Jan 20 19:30:00 EST 2013
8,2013_Annual_Summary.xls,Thu Jan 17 19:02:00 EST 2013,[SERC],Northeast Tennessee,Unknown,80000,,Sat Jan 19 18:00:00 EST 2013
9,2013_Annual_Summary.xls,Thu Jan 17 20:35:00 EST 2013,[SERC],"Elizabeth City, North Carolina",40,12000,,Thu Jan 17 21:20:00 EST 2013
10,2013_Annual_Summary.xls,Sun Jan 20 03:30:00 EST 2013,[RFC],Southeastern Michigan,Unknown,146500,,Wed Jan 23 06:15:00 EST 2013
11,2013_Annual_Summary.xls,Mon Jan 28 16:46:00 EST 2013,[WECC],"Tacoma Narrows Crossing, Washington",Unknown,,,Mon Jan 28 18:00:00 EST 2013
12,2013_Annual_Summary.xls,Thu Jan 31 03:05:00 EST 2013,[SERC],Central and Eastern Virginia,188,119000,,Thu Jan 31 04:48:00 EST 2013
13,2013_Annual_Summary.xls,Thu Jan 31 06:30:00 EST 2013,[NPCC],Connecticut,75,75000,,Thu Jan 31 10:00:00 EST 2013
15,2013_Annual_Summary.xls,Sat Feb 02 21:15:00 EST 2013,[WECC],"El Paso, New Mexico",N/A,,,Sat Feb 02 22:15:00 EST 2013
16,2013_Annual_Summary.xls,Thu Feb 07 08:32:00 EST 2013,[RFC],"Cincinnati, Ohio",Unknown,0,,Thu Feb 07 09:47:00 EST 2013
17,2013_Annual_Summary.xls,Fri Feb 08 11:38:00 EST 2013,[RFC],District of Columbia; Prince George's County Maryland,140,52000,,Fri Feb 08 14:17:00 EST 2013
18,2013_Annual_Summary.xls,Fri Feb 08 20:00:00 EST 2013,[NPCC],Central and eastern Massachusetts; Rhode Island,N/A,50000,,Mon Feb 11 20:30:00 EST 2013
19,2013_Annual_Summary.xls,Fri Feb 08 20:55:00 EST 2013,[NPCC],Boston area and Southeast Massachusetts,Unknown,50000,,Tue Feb 12 04:00:00 EST 2013
20,2013_Annual_Summary.xls,Sat Feb 09 08:30:00 EST 2013,[WECC],"El Paso, New Mexico",Unknown,,,Sat Feb 09 15:00:00 EST 2013
21,2013_Annual_Summary.xls,Sun Feb 10 19:46:00 EST 2013,,Puerto Rico,350,,,Sun Feb 10 20:15:00 EST 2013
22,2013_Annual_Summary.xls,Wed Feb 13 09:30:00 EST 2013,[RFC],"Fort Washington, Maryland",1,1,,Wed Feb 13 09:30:00 EST 2013
23,2013_Annual_Summary.xls,Wed Feb 13 17:39:00 EST 2013,[NPCC],Eastern Massachusetts,1,1,,Fri Feb 15 17:50:00 EST 2013
24,2013_Annual_Summary.xls,Fri Feb 15 00:00:00 EST 2013,[RFC],"Tuxedo, Maryland",N/A,,,Fri Feb 15 00:01:00 EST 2013
25,2013_Annual_Summary.xls,Sat Feb 16 07:54:00 EST 2013,[RFC],Prince George's County Maryland,1,1,,Sat Feb 16 07:54:00 EST 2013
26,2013_Annual_Summary.xls,Tue Feb 19 16:01:00 EST 2013,[WECC],"Stockton, California","13,850",6810,,Wed Feb 20 12:55:00 EST 2013
27,2013_Annual_Summary.xls,Thu Feb 21 11:00:00 EST 2013,[WECC],"Las Cruces, New Mexico",Unknown,,,Thu Feb 21 11:30:00 EST 2013
28,2013_Annual_Summary.xls,Tue Feb 26 13:00:00 EST 2013,[SERC],Northern Missouri,Unknown,56444,,Fri Mar 01 10:00:00 EST 2013
30,2013_Annual_Summary.xls,Sun Mar 03 06:39:00 EST 2013,[WECC],"Merced County, California",300,58850,,Sun Mar 03 10:29:00 EST 2013
31,2013_Annual_Summary.xls,Sun Mar 03 16:27:00 EST 2013,[RFC],"Tacoma Park, Maryland",Unknown,,,Sun Mar 03 18:20:00 EST 2013
32,2013_Annual_Summary.xls,Mon Mar 04 09:49:00 EST 2013,,Metropolitan area Puerto Rico,Unknown,,,Mon Mar 04 22:00:00 EST 2013
33,2013_Annual_Summary.xls,Wed Mar 06 08:22:00 EST 2013,[SERC],Northwest Virginia,400,233000,,Thu Mar 07 10:27:00 EST 2013
34,2013_Annual_Summary.xls,Mon Mar 18 05:21:00 EDT 2013,,Systemwide Puerto Rico,350,262937,,Mon Mar 18 05:41:00 EDT 2013
35,2013_Annual_Summary.xls,Mon Mar 18 17:50:00 EDT 2013,[FRCC],Northeast Florida,0,0,,Mon Mar 18 18:07:00 EDT 2013
36,2013_Annual_Summary.xls,Mon Mar 18 19:30:00 EDT 2013,[SERC],North/Central Alabama; Georgia,800,240000,,Wed Mar 20 14:30:00 EDT 2013
37,2013_Annual_Summary.xls,Sat Mar 23 07:00:00 EDT 2013,[NPCC],Connecticut,Unknown,,,Sat Mar 23 09:00:00 EDT 2013
38,2013_Annual_Summary.xls,Wed Mar 27 10:25:00 EDT 2013,[NPCC],Western Massachusetts,Unknown,,,Wed Mar 27 12:19:00 EDT 2013
39,2013_Annual_Summary.xls,Thu Mar 28 13:01:00 EDT 2013,[RFC],"Wilmington, Delaware",Unknown,,,Thu Mar 28 13:02:00 EDT 2013
40,2013_Annual_Summary.xls,Fri Mar 29 10:16:00 EDT 2013,[RFC],Maryland,Unknown,,,Fri Mar 29 10:17:00 EDT 2013
42,2013_Annual_Summary.xls,Mon Apr 01 08:40:00 EDT 2013,[NPCC],Connecticut,Unknown,,,Mon Apr 01 08:41:00 EDT 2013
43,2013_Annual_Summary.xls,Wed Apr 03 11:05:00 EDT 2013,[WECC],"Colorado Springs, Colorado",0,0,,Wed Apr 03 14:00:00 EDT 2013
44,2013_Annual_Summary.xls,Tue Apr 09 11:30:00 EDT 2013,[RFC],"Delaware City, Delaware",N/A,,,Tue Apr 09 11:31:00 EDT 2013
45,2013_Annual_Summary.xls,Tue Apr 16 01:47:00 EDT 2013,[WECC],California,N/A,0,,Thu Apr 18 15:25:00 EDT 2013
46,2013_Annual_Summary.xls,Wed Apr 17 15:36:00 EDT 2013,[SERC],"Colbert Steam Plant in Cherokee, Alabama",Unknown,,,Wed Apr 17 16:53:00 EDT 2013
47,2013_Annual_Summary.xls,Thu Apr 18 15:00:00 EDT 2013,[RFC],"Southeast Michigan, Michigan",Unknown,99188,,Sun Apr 21 03:30:00 EDT 2013
48,2013_Annual_Summary.xls,Sun Apr 21 02:11:00 EDT 2013,[SERC],East Tennessee,N/A,,,Sun Apr 21 12:30:00 EDT 2013
49,2013_Annual_Summary.xls,Tue Apr 23 11:00:00 EDT 2013,[RFC],"Newark, Delaware",Unknown,,,Tue Apr 23 11:01:00 EDT 2013
50,2013_Annual_Summary.xls,Tue Apr 23 00:49:00 EDT 2013,[WECC],"South of Humboldt, California",80,1,,Tue Apr 23 04:04:00 EDT 2013
51,2013_Annual_Summary.xls,Thu Apr 25 16:00:00 EDT 2013,[WECC],"Sunol, California",0,0,,Fri Apr 26 10:55:00 EDT 2013
53,2013_Annual_Summary.xls,Wed May 01 09:22:00 EDT 2013,[WECC],Northeast Colorado ,123,35230,,Wed May 01 09:24:00 EDT 2013
54,2013_Annual_Summary.xls,Thu May 02 06:52:00 EDT 2013,[WECC],Unknown,Unknown,,,Thu May 02 10:07:00 EDT 2013
55,2013_Annual_Summary.xls,Thu May 09 13:21:00 EDT 2013,[WECC],"Alberta, Canada; Washington State",Unknown,,,Thu May 09 16:21:00 EDT 2013
56,2013_Annual_Summary.xls,Mon May 13 12:52:00 EDT 2013,[WECC],Central California,176,,,
57,2013_Annual_Summary.xls,Tue May 14 00:01:00 EDT 2013,[WECC],"Portland, Oregon",N/A,,,Tue May 14 13:59:00 EDT 2013
58,2013_Annual_Summary.xls,Tue May 14 10:25:00 EDT 2013,[NPCC],New Hampshire,N/A,,,Tue May 14 11:42:00 EDT 2013
59,2013_Annual_Summary.xls,Wed May 15 14:11:00 EDT 2013,[RFC],"Wilmington, Delaware",Unknown,,,Wed May 15 14:12:00 EDT 2013
60,2013_Annual_Summary.xls,Fri May 17 08:35:00 EDT 2013,[RFC],"Newcastle, Delaware",Unknown,,,Fri May 17 08:36:00 EDT 2013
61,2013_Annual_Summary.xls,Mon May 20 15:00:00 EDT 2013,[SPP],"Moore, Oklahoma",Unknown,41306,,Wed May 22 17:00:00 EDT 2013
62,2013_Annual_Summary.xls,Mon May 20 17:22:00 EDT 2013,[SERC],Gonzales Area Louisiana,103,21800,,Mon May 20 21:09:00 EDT 2013
63,2013_Annual_Summary.xls,Wed May 22 10:51:00 EDT 2013,,System wide Puerto Rico,280,197287,,Wed May 22 10:57:00 EDT 2013
64,2013_Annual_Summary.xls,Tue May 28 13:00:00 EDT 2013,[NPCC],Maine,None,,,Tue May 28 18:00:00 EDT 2013
65,2013_Annual_Summary.xls,Wed May 29 00:00:00 EDT 2013,[SERC],"Henrico County, Virginia",Unknown,,,Wed May 29 00:02:00 EDT 2013
66,2013_Annual_Summary.xls,Wed May 29 20:58:00 EDT 2013,[NPCC],Central and Eastern New York,Unknown,61795,,Fri May 31 14:53:00 EDT 2013
